result_id,athlete_id,competition_name,competition_level,event,date,position,time_seconds,season_best,personal_best,qualification_status
CR007288,A0965,Kalahari Sprint Classic,Regional,800m,2020-02-19,4,170.05,False,False,Participation
CR007289,A0965,Independence Meet,Local,800m,2020-09-16,5,168.89,False,False,Finalist
CR007290,A0965,Independence Meet,Local,1500m,2020-12-02,6,171.27,False,False,Participation
CR007291,A0965,Masa Cup,Local,800m,2022-03-31,8,170.25,False,False,Finalist
CR007292,A0965,Kalahari Sprint Classic,Regional,800m,2023-05-27,2,177.58,False,False,Finalist
CR007293,A0966,Botswana Nationals,National,400m,2020-03-09,8,67.77,False,False,Finalist
CR007294,A0966,Botswana Nationals,National,400m,2020-09-24,2,67.67,False,False,Participation
CR007295,A0966,Masa Cup,Local,800m,2020-11-20,1,67.27,False,False,Qualified
CR007296,A0966,Regional Open,Regional,400m,2022-03-01,2,66.41,False,False,Qualified
CR007297,A0966,Masa Cup,Local,800m,2022-03-06,8,68.54,False,False,Qualified
CR007298,A0966,Independence Meet,Local,400m,2022-09-15,4,64.74,False,False,Participation
CR007299,A0966,Masa Cup,Local,400m,2022-12-02,3,67.07,False,False,Participation
CR007300,A0966,Independence Meet,Local,400m,2024-03-26,1,67.64,False,False,Finalist
CR007301,A0967,Kalahari Sprint Classic,Regional,100m,2020-08-18,7,17.14,False,False,Participation
CR007302,A0967,Regional Open,Regional,100m,2020-12-04,3,17.22,False,False,Qualified
CR007303,A0967,Regional Open,Regional,100m,2023-04-25,3,16.48,False,False,Finalist
CR007304,A0967,Masa Cup,Local,100m,2023-07-23,3,16.7,False,True,Participation
CR007305,A0967,Kalahari Sprint Classic,Regional,100m,2023-10-22,3,16.68,True,True,Participation
CR007306,A0968,Continental Series,Continental,800m,2020-06-18,2,132.43,True,False,Finalist
CR007307,A0968,World Para Athletics GP,World,800m,2020-07-04,5,133.24,False,False,Participation
CR007308,A0968,Paralympic Trials,National,1500m,2020-08-01,2,132.14,False,False,Participation
CR007309,A0968,Botswana Nationals,National,800m,2021-05-14,4,129.19,False,False,Participation
CR007310,A0968,Continental Series,Continental,1500m,2022-01-18,3,133.39,False,True,Participation
CR007311,A0968,Botswana Nationals,National,800m,2022-09-30,2,135.98,False,False,Finalist
CR007312,A0968,National Championships,National,1500m,2022-11-09,1,131.8,True,False,Qualified
CR007313,A0968,Botswana Nationals,National,800m,2022-11-20,2,134.4,True,False,Participation
CR007314,A0968,Botswana Nationals,National,800m,2023-03-13,3,135.38,False,False,Qualified
CR007315,A0969,Botswana Nationals,National,100m,2020-03-28,1,13.15,False,False,Participation
CR007316,A0969,Regional Open,Regional,100m,2020-05-02,5,13.46,False,False,Finalist
CR007317,A0969,Regional Open,Regional,100m,2023-05-08,7,13.36,False,False,Finalist
CR007318,A0969,Paralympic Trials,National,100m,2023-05-24,1,13.91,False,True,Finalist
CR007319,A0969,Continental Series,Continental,100m,2023-08-08,2,13.71,True,False,Qualified
CR007320,A0969,Regional Open,Regional,100m,2023-08-16,1,13.48,False,False,Qualified
CR007321,A0969,National Championships,National,100m,2024-06-29,2,13.35,False,True,Participation
CR007322,A0969,Botswana Nationals,National,100m,2024-08-27,2,13.37,False,False,Participation
CR007323,A0970,Kalahari Sprint Classic,Regional,200m,2020-02-05,4,28.95,False,False,Finalist
CR007324,A0970,Independence Meet,Local,200m,2020-07-23,5,28.66,False,False,Participation
CR007325,A0970,Paralympic Trials,National,1500m,2021-12-29,7,29.61,False,False,Qualified
CR007326,A0970,Kalahari Sprint Classic,Regional,200m,2022-03-01,2,28.9,False,True,Finalist
CR007327,A0970,Masa Cup,Local,200m,2024-07-09,3,28.98,True,True,Participation
CR007328,A0971,Kalahari Sprint Classic,Regional,100m,2020-03-05,4,16.78,True,False,Qualified
CR007329,A0971,Regional Open,Regional,100m,2020-09-03,2,16.65,False,False,Participation
CR007330,A0971,Masa Cup,Local,100m,2021-07-10,5,17.06,False,False,Qualified
CR007331,A0971,Kalahari Sprint Classic,Regional,100m,2021-08-07,2,17.49,False,False,Finalist
CR007332,A0971,Regional Open,Regional,100m,2021-08-11,3,17.52,False,False,Finalist
CR007333,A0971,Regional Open,Regional,100m,2021-09-22,6,17.24,False,False,Finalist
CR007334,A0972,Paralympic Trials,National,400m,2021-02-06,7,31.39,False,False,Participation
CR007335,A0972,Kalahari Sprint Classic,Regional,200m,2021-09-05,5,33.5,True,False,Finalist
CR007336,A0972,Independence Meet,Local,200m,2022-06-21,1,32.3,False,False,Participation
CR007337,A0972,Masa Cup,Local,200m,2023-10-04,3,32.93,False,False,Finalist
CR007338,A0972,Regional Open,Regional,200m,2024-03-25,7,32.87,False,True,Participation
CR007339,A0972,Masa Cup,Local,200m,2024-05-19,5,33.12,False,False,Participation
CR007340,A0973,National Championships,National,400m,2020-02-27,2,62.77,False,False,Participation
CR007341,A0973,Botswana Nationals,National,400m,2020-03-04,7,61.51,False,False,Qualified
CR007342,A0973,Southern Africa Games,Continental,1500m,2020-12-09,1,64.17,False,False,Finalist
CR007343,A0973,Kalahari Sprint Classic,Regional,400m,2021-01-29,4,62.96,False,False,Participation
CR007344,A0973,Kalahari Sprint Classic,Regional,400m,2021-07-31,2,62.12,True,False,Finalist
CR007345,A0973,Botswana Nationals,National,400m,2022-05-21,3,61.58,False,False,Finalist
CR007346,A0973,Paralympic Trials,National,400m,2023-05-04,2,61.15,False,False,Finalist
CR007347,A0973,Kalahari Sprint Classic,Regional,400m,2023-06-17,3,61.51,True,False,Qualified
CR007348,A0973,Continental Series,Continental,400m,2024-03-07,3,60.0,False,False,Qualified
CR007349,A0973,Botswana Nationals,National,400m,2024-04-10,5,62.37,False,False,Participation
CR007350,A0974,Regional Open,Regional,200m,2020-05-15,5,33.39,False,False,Participation
CR007351,A0974,Independence Meet,Local,200m,2021-09-05,5,32.55,False,False,Participation
CR007352,A0974,Kalahari Sprint Classic,Regional,200m,2022-06-24,4,32.29,True,False,Finalist
CR007353,A0974,Regional Open,Regional,200m,2024-08-23,3,34.33,True,False,Participation
CR007354,A0975,Regional Open,Regional,400m,2020-06-02,8,77.2,False,False,Finalist
CR007355,A0975,Kalahari Sprint Classic,Regional,400m,2020-09-22,6,77.49,False,False,Finalist
CR007356,A0975,Independence Meet,Local,400m,2020-10-01,4,75.25,False,False,Qualified
CR007357,A0975,Kalahari Sprint Classic,Regional,400m,2021-06-01,3,77.15,False,False,Qualified
CR007358,A0975,Kalahari Sprint Classic,Regional,400m,2021-08-05,5,75.36,True,False,Qualified
CR007359,A0975,Masa Cup,Local,400m,2022-02-03,4,77.92,False,False,Participation
CR007360,A0975,Kalahari Sprint Classic,Regional,400m,2022-05-13,3,77.04,False,False,Participation
CR007361,A0975,Kalahari Sprint Classic,Regional,200m,2024-10-31,6,77.22,False,False,Participation
CR007362,A0976,Independence Meet,Local,1500m,2021-03-19,7,352.86,False,False,Qualified
CR007363,A0976,Masa Cup,Local,1500m,2021-06-20,3,351.72,False,False,Participation
CR007364,A0976,Kalahari Sprint Classic,Regional,1500m,2021-07-27,2,362.5,False,False,Participation
CR007365,A0976,Masa Cup,Local,1500m,2021-08-12,2,354.14,False,False,Participation
CR007366,A0976,Independence Meet,Local,100m,2024-11-04,2,351.71,False,False,Participation
CR007367,A0977,National Championships,National,400m,2020-04-20,2,63.33,False,False,Participation
CR007368,A0977,Botswana Nationals,National,400m,2020-08-24,1,60.09,False,False,Qualified
CR007369,A0977,Southern Africa Games,Continental,100m,2021-03-04,5,62.57,False,False,Finalist
CR007370,A0977,National Championships,National,400m,2022-01-28,5,63.56,False,False,Finalist
CR007371,A0977,Southern Africa Games,Continental,400m,2022-05-11,1,59.58,True,False,Participation
CR007372,A0977,Botswana Nationals,National,400m,2023-03-08,5,62.21,True,False,Participation
CR007373,A0977,National Championships,National,400m,2023-04-26,2,61.84,True,False,Participation
CR007374,A0977,Paralympic Trials,National,400m,2023-11-09,2,60.26,False,False,Participation
CR007375,A0977,Botswana Nationals,National,400m,2023-12-18,2,59.72,False,False,Participation
CR007376,A0977,Botswana Nationals,National,400m,2024-08-04,7,60.97,False,False,Participation
CR007377,A0978,Kalahari Sprint Classic,Regional,800m,2020-01-24,3,168.6,False,False,Participation
CR007378,A0978,Kalahari Sprint Classic,Regional,800m,2020-05-02,6,170.63,True,True,Qualified
CR007379,A0978,Masa Cup,Local,800m,2020-06-16,6,159.21,False,False,Finalist
CR007380,A0978,Masa Cup,Local,800m,2024-08-23,6,166.01,False,False,Participation
CR007381,A0979,Paralympic Trials,National,100m,2020-07-17,8,16.3,False,False,Participation
CR007382,A0979,Botswana Nationals,National,100m,2020-10-04,3,16.32,False,False,Finalist
CR007383,A0979,Independence Meet,Local,100m,2021-08-11,5,16.14,True,False,Qualified
CR007384,A0979,Masa Cup,Local,100m,2021-10-27,1,16.36,False,False,Participation
CR007385,A0979,Paralympic Trials,National,100m,2022-12-10,1,16.1,False,False,Finalist
CR007386,A0979,Botswana Nationals,National,100m,2023-02-06,3,16.23,False,False,Finalist
CR007387,A0980,National Championships,National,400m,2020-11-22,3,67.57,True,False,Participation
CR007388,A0980,Masa Cup,Local,400m,2021-04-18,2,64.65,True,False,Participation
CR007389,A0980,Botswana Nationals,National,400m,2023-03-21,8,67.62,False,False,Participation
CR007390,A0980,National Championships,National,400m,2023-04-16,1,68.54,False,False,Qualified
CR007391,A0980,Paralympic Trials,National,400m,2023-07-04,2,67.6,False,False,Participation
CR007392,A0980,Regional Open,Regional,400m,2023-11-26,6,67.49,True,False,Participation
CR007393,A0980,Botswana Nationals,National,400m,2024-03-09,5,66.4,False,False,Participation
CR007394,A0980,Masa Cup,Local,400m,2024-10-22,1,64.85,False,False,Participation
CR007395,A0981,Independence Meet,Local,100m,2020-01-19,8,14.14,False,False,Participation
CR007396,A0981,Kalahari Sprint Classic,Regional,100m,2020-10-12,3,14.6,False,False,Participation
CR007397,A0981,Regional Open,Regional,100m,2020-11-15,4,14.54,False,False,Participation
CR007398,A0981,Independence Meet,Local,100m,2021-04-06,5,14.31,False,False,Participation
CR007399,A0981,Regional Open,Regional,200m,2021-05-23,7,14.73,False,False,Qualified
CR007400,A0981,Masa Cup,Local,100m,2022-07-06,7,15.14,False,True,Qualified
CR007401,A0981,Paralympic Trials,National,200m,2023-02-16,7,14.49,False,False,Participation
CR007402,A0981,Kalahari Sprint Classic,Regional,100m,2024-09-08,8,14.51,True,False,Qualified
CR007403,A0981,Independence Meet,Local,100m,2024-09-29,2,14.81,False,False,Finalist
CR007404,A0982,Independence Meet,Local,200m,2020-08-13,5,30.8,False,True,Participation
CR007405,A0982,Regional Open,Regional,200m,2021-08-01,5,31.1,False,False,Participation
CR007406,A0982,Masa Cup,Local,200m,2023-09-25,5,32.46,False,False,Finalist
CR007407,A0982,Masa Cup,Local,1500m,2024-03-20,2,32.42,False,False,Participation
CR007408,A0982,Botswana Nationals,National,200m,2024-09-15,8,31.86,False,False,Participation
CR007409,A0983,Regional Open,Regional,200m,2020-04-30,2,73.89,False,False,Qualified
CR007410,A0983,Kalahari Sprint Classic,Regional,400m,2022-05-09,4,73.9,False,False,Participation
CR007411,A0983,Masa Cup,Local,400m,2023-02-27,4,76.71,True,False,Qualified
CR007412,A0983,Regional Open,Regional,400m,2024-02-09,8,74.76,False,False,Participation
CR007413,A0984,Botswana Nationals,National,400m,2020-03-02,2,65.37,False,False,Participation
CR007414,A0984,Masa Cup,Local,400m,2020-03-29,3,61.72,False,False,Participation
CR007415,A0984,Regional Open,Regional,400m,2020-04-28,1,63.19,False,False,Participation
CR007416,A0984,National Championships,National,400m,2020-06-02,3,64.53,False,False,Finalist
CR007417,A0984,Kalahari Sprint Classic,Regional,400m,2020-07-27,8,62.4,False,False,Participation
CR007418,A0984,Kalahari Sprint Classic,Regional,400m,2021-05-20,4,62.22,False,False,Participation
CR007419,A0984,National Championships,National,1500m,2022-07-04,5,62.85,False,False,Qualified
CR007420,A0985,Paralympic Trials,National,1500m,2021-01-22,1,153.81,False,True,Qualified
CR007421,A0985,Southern Africa Games,Continental,800m,2021-03-06,2,149.08,False,False,Participation
CR007422,A0985,Southern Africa Games,Continental,1500m,2021-10-03,3,156.71,False,False,Qualified
CR007423,A0985,Southern Africa Games,Continental,800m,2023-04-01,4,156.32,False,False,Participation
CR007424,A0985,Continental Series,Continental,800m,2023-05-08,8,155.61,False,False,Finalist
CR007425,A0985,National Championships,National,800m,2023-05-11,1,147.78,False,True,Participation
CR007426,A0985,Botswana Nationals,National,1500m,2024-01-10,2,153.43,False,False,Qualified
CR007427,A0985,Continental Series,Continental,1500m,2024-05-22,3,148.43,False,True,Finalist
CR007428,A0985,Paralympic Trials,National,1500m,2024-08-17,3,147.77,False,False,Qualified
CR007429,A0985,Paralympic Trials,National,800m,2024-11-09,3,152.19,False,False,Participation
CR007430,A0986,Botswana Nationals,National,100m,2020-09-11,2,14.27,True,False,Qualified
CR007431,A0986,National Championships,National,100m,2021-08-15,3,14.74,False,False,Participation
CR007432,A0986,Independence Meet,Local,100m,2021-10-01,5,15.03,False,False,Finalist
CR007433,A0986,Regional Open,Regional,200m,2022-06-25,1,14.19,False,True,Participation
CR007434,A0986,Independence Meet,Local,100m,2023-04-18,2,14.53,False,False,Qualified
CR007435,A0987,Regional Open,Regional,100m,2020-01-02,8,14.21,False,True,Participation
CR007436,A0987,Botswana Nationals,National,100m,2021-09-23,3,14.27,False,False,Finalist
CR007437,A0987,Southern Africa Games,Continental,100m,2021-12-02,1,14.15,False,False,Finalist
CR007438,A0987,Paralympic Trials,National,100m,2022-02-27,5,14.61,False,True,Participation
CR007439,A0987,Paralympic Trials,National,100m,2022-05-15,3,13.93,False,False,Participation
CR007440,A0987,Regional Open,Regional,200m,2022-12-31,4,14.05,False,False,Qualified
CR007441,A0987,Kalahari Sprint Classic,Regional,200m,2023-01-14,3,14.6,True,False,Finalist
CR007442,A0987,Kalahari Sprint Classic,Regional,100m,2023-02-16,2,13.71,False,False,Participation
CR007443,A0987,National Championships,National,100m,2023-04-24,4,13.74,False,False,Qualified
CR007444,A0987,Paralympic Trials,National,100m,2023-12-14,1,14.26,False,False,Qualified
CR007445,A0988,Kalahari Sprint Classic,Regional,800m,2020-02-27,3,28.63,False,False,Participation
CR007446,A0988,Botswana Nationals,National,800m,2021-09-25,2,28.67,False,False,Qualified
CR007447,A0988,Botswana Nationals,National,200m,2021-11-28,3,29.06,False,False,Finalist
CR007448,A0988,Southern Africa Games,Continental,800m,2022-02-02,2,28.15,False,False,Qualified
CR007449,A0988,Kalahari Sprint Classic,Regional,200m,2022-04-30,4,29.05,True,False,Finalist
CR007450,A0988,Continental Series,Continental,200m,2022-08-11,4,29.44,False,False,Finalist
CR007451,A0988,Paralympic Trials,National,200m,2022-09-11,4,29.06,False,False,Finalist
CR007452,A0988,Regional Open,Regional,200m,2023-10-10,4,27.99,False,False,Finalist
CR007453,A0988,National Championships,National,200m,2024-07-16,2,29.29,False,False,Participation
CR007454,A0989,Masa Cup,Local,100m,2021-01-14,7,16.65,True,False,Finalist
CR007455,A0989,Independence Meet,Local,800m,2021-06-01,2,16.65,False,False,Participation
CR007456,A0989,Independence Meet,Local,100m,2022-11-08,2,16.6,False,False,Participation
CR007457,A0989,Kalahari Sprint Classic,Regional,100m,2023-10-13,8,16.92,True,True,Participation
CR007458,A0989,Independence Meet,Local,100m,2024-02-08,6,16.32,False,False,Finalist
CR007459,A0989,Independence Meet,Local,100m,2024-08-04,8,16.47,False,False,Qualified
CR007460,A0990,Independence Meet,Local,400m,2020-04-10,2,14.94,False,False,Participation
CR007461,A0990,Botswana Nationals,National,100m,2020-09-10,2,15.12,True,False,Participation
CR007462,A0990,Paralympic Trials,National,100m,2022-08-18,6,15.3,True,False,Finalist
CR007463,A0990,Regional Open,Regional,100m,2023-02-24,2,15.34,False,False,Finalist
CR007464,A0990,Kalahari Sprint Classic,Regional,100m,2024-01-10,5,15.09,False,False,Qualified
CR007465,A0990,Kalahari Sprint Classic,Regional,100m,2024-06-22,5,15.03,False,True,Qualified
CR007466,A0990,Masa Cup,Local,100m,2024-08-16,5,15.73,False,False,Participation
CR007467,A0990,Kalahari Sprint Classic,Regional,100m,2024-09-25,5,15.65,True,False,Participation
CR007468,A0990,Regional Open,Regional,100m,2024-11-17,4,15.04,False,False,Participation
CR007469,A0991,Paralympic Trials,National,1500m,2020-07-06,1,320.77,True,False,Participation
CR007470,A0991,Regional Open,Regional,1500m,2020-09-30,5,317.89,False,False,Finalist
CR007471,A0991,Botswana Nationals,National,1500m,2021-01-31,1,321.49,False,False,Finalist
CR007472,A0991,Southern Africa Games,Continental,1500m,2022-01-15,1,316.46,False,True,Participation
CR007473,A0991,Southern Africa Games,Continental,1500m,2022-09-30,7,315.74,False,False,Participation
CR007474,A0991,Paralympic Trials,National,200m,2024-04-23,1,323.17,True,False,Participation
CR007475,A0991,Regional Open,Regional,200m,2024-06-13,1,314.86,False,False,Finalist
CR007476,A0991,Continental Series,Continental,1500m,2024-08-05,4,324.83,False,False,Participation
CR007477,A0992,Kalahari Sprint Classic,Regional,1500m,2020-02-29,3,362.37,False,False,Finalist
CR007478,A0992,Masa Cup,Local,1500m,2020-12-13,3,365.47,True,False,Participation
CR007479,A0992,Independence Meet,Local,1500m,2022-03-01,4,368.33,False,False,Finalist
