medal_id,athlete_id,competition_name,event,medal_type,competition_level,year
M003249,A0864,Kalahari Sprint Classic,400m,Bronze,Regional,2024
M003250,A0865,Masa Cup,200m,Silver,Local,2021
M003251,A0865,Independence Meet,200m,Silver,Local,2022
M003252,A0866,Kalahari Sprint Classic,100m,Silver,Regional,2020
M003253,A0866,Independence Meet,100m,Silver,Local,2020
M003254,A0866,Botswana Nationals,100m,Silver,National,2024
M003255,A0868,Independence Meet,100m,Bronze,Local,2023
M003256,A0868,Masa Cup,200m,Bronze,Local,2023
M003257,A0868,Regional Open,100m,Bronze,Regional,2024
M003258,A0869,Masa Cup,400m,Bronze,Local,2021
M003259,A0869,Independence Meet,400m,Gold,Local,2021
M003260,A0869,Regional Open,400m,Bronze,Regional,2021
M003261,A0869,Paralympic Trials,400m,Gold,National,2023
M003262,A0870,Masa Cup,200m,Bronze,Local,2021
M003263,A0870,Kalahari Sprint Classic,200m,Silver,Regional,2021
M003264,A0871,Masa Cup,400m,Silver,Local,2020
M003265,A0871,Botswana Nationals,1500m,Silver,National,2020
M003266,A0871,Botswana Nationals,400m,Gold,National,2021
M003267,A0871,National Championships,1500m,Silver,National,2021
M003268,A0872,Botswana Nationals,200m,Gold,National,2020
M003269,A0872,Regional Open,200m,Bronze,Regional,2023
M003270,A0872,Regional Open,200m,Bronze,Regional,2023
M003271,A0873,Botswana Nationals,100m,Bronze,National,2021
M003272,A0873,Masa Cup,200m,Silver,Local,2024
M003273,A0873,National Championships,100m,Silver,National,2024
M003274,A0874,Paralympic Trials,100m,Gold,National,2020
M003275,A0874,Kalahari Sprint Classic,100m,Silver,Regional,2024
M003276,A0875,Regional Open,100m,Silver,Regional,2024
M003277,A0876,National Championships,1500m,Gold,National,2020
M003278,A0876,Paralympic Trials,200m,Silver,National,2021
M003279,A0877,Kalahari Sprint Classic,200m,Gold,Regional,2020
M003280,A0877,Paralympic Trials,200m,Bronze,National,2022
M003281,A0877,Southern Africa Games,200m,Bronze,Continental,2023
M003282,A0877,Kalahari Sprint Classic,400m,Silver,Regional,2023
M003283,A0877,Kalahari Sprint Classic,200m,Bronze,Regional,2024
M003284,A0877,Kalahari Sprint Classic,200m,Bronze,Regional,2024
M003285,A0878,Kalahari Sprint Classic,100m,Bronze,Regional,2021
M003286,A0878,Kalahari Sprint Classic,100m,Bronze,Regional,2021
M003287,A0879,Independence Meet,400m,Silver,Local,2020
M003288,A0879,Independence Meet,1500m,Silver,Local,2021
M003289,A0879,Kalahari Sprint Classic,400m,Silver,Regional,2022
M003290,A0880,Masa Cup,400m,Bronze,Local,2024
M003291,A0881,Regional Open,800m,Bronze,Regional,2021
M003292,A0881,Regional Open,800m,Silver,Regional,2023
M003293,A0882,Masa Cup,100m,Silver,Local,2022
M003294,A0882,Regional Open,100m,Silver,Regional,2022
M003295,A0883,National Championships,100m,Gold,National,2021
M003296,A0883,Botswana Nationals,100m,Gold,National,2023
M003297,A0883,National Championships,100m,Bronze,National,2024
M003298,A0883,Regional Open,100m,Gold,Regional,2024
M003299,A0884,Independence Meet,400m,Silver,Local,2021
M003300,A0884,Kalahari Sprint Classic,400m,Bronze,Regional,2024
M003301,A0884,Regional Open,400m,Bronze,Regional,2024
M003302,A0885,Regional Open,800m,Silver,Regional,2024
M003303,A0886,National Championships,1500m,Gold,National,2020
M003304,A0886,National Championships,1500m,Gold,National,2020
M003305,A0886,World Para Athletics GP,1500m,Silver,World,2023
M003306,A0886,Southern Africa Games,1500m,Gold,Continental,2024
M003307,A0887,Regional Open,1500m,Bronze,Regional,2020
M003308,A0887,Masa Cup,1500m,Bronze,Local,2020
M003309,A0887,Independence Meet,1500m,Bronze,Local,2020
M003310,A0888,Southern Africa Games,100m,Bronze,Continental,2020
M003311,A0888,National Championships,800m,Bronze,National,2021
M003312,A0888,Paralympic Trials,800m,Silver,National,2021
M003313,A0888,National Championships,100m,Bronze,National,2022
M003314,A0888,World Para Athletics GP,100m,Silver,World,2023
M003315,A0888,Botswana Nationals,100m,Gold,National,2023
M003316,A0888,Botswana Nationals,100m,Bronze,National,2024
M003317,A0889,Southern Africa Games,800m,Gold,Continental,2020
M003318,A0889,Botswana Nationals,1500m,Silver,National,2020
M003319,A0889,Southern Africa Games,1500m,Bronze,Continental,2022
M003320,A0889,Paralympic Trials,1500m,Bronze,National,2023
M003321,A0890,Botswana Nationals,800m,Gold,National,2021
M003322,A0890,National Championships,800m,Silver,National,2021
M003323,A0890,Masa Cup,800m,Bronze,Local,2024
M003324,A0890,Masa Cup,800m,Gold,Local,2024
M003325,A0891,Southern Africa Games,200m,Gold,Continental,2021
M003326,A0891,National Championships,200m,Gold,National,2022
M003327,A0891,Southern Africa Games,200m,Bronze,Continental,2022
M003328,A0891,National Championships,800m,Gold,National,2023
M003329,A0891,Continental Series,800m,Gold,Continental,2023
M003330,A0891,Southern Africa Games,200m,Bronze,Continental,2024
M003331,A0891,Kalahari Sprint Classic,800m,Gold,Regional,2024
M003332,A0892,Independence Meet,100m,Silver,Local,2021
M003333,A0892,National Championships,200m,Gold,National,2022
M003334,A0893,National Championships,1500m,Gold,National,2023
M003335,A0893,Botswana Nationals,1500m,Silver,National,2024
M003336,A0893,Independence Meet,1500m,Silver,Local,2024
M003337,A0894,Paralympic Trials,200m,Bronze,National,2022
M003338,A0895,Paralympic Trials,800m,Gold,National,2020
M003339,A0895,National Championships,800m,Gold,National,2020
M003340,A0895,Independence Meet,800m,Bronze,Local,2021
M003341,A0897,Independence Meet,400m,Silver,Local,2020
M003342,A0897,Kalahari Sprint Classic,400m,Bronze,Regional,2022
M003343,A0898,Independence Meet,100m,Bronze,Local,2022
M003344,A0898,Masa Cup,100m,Silver,Local,2023
M003345,A0898,Regional Open,100m,Silver,Regional,2024
M003346,A0898,Masa Cup,100m,Silver,Local,2024
M003347,A0899,Masa Cup,100m,Silver,Local,2020
M003348,A0899,Paralympic Trials,100m,Silver,National,2022
M003349,A0899,National Championships,100m,Silver,National,2023
M003350,A0899,Masa Cup,100m,Gold,Local,2023
M003351,A0899,Regional Open,100m,Gold,Regional,2024
M003352,A0900,Masa Cup,200m,Silver,Local,2020
M003353,A0900,Paralympic Trials,200m,Silver,National,2022
M003354,A0900,Independence Meet,200m,Gold,Local,2024
M003355,A0901,Masa Cup,400m,Bronze,Local,2022
M003356,A0902,Kalahari Sprint Classic,800m,Silver,Regional,2024
M003357,A0903,Botswana Nationals,800m,Gold,National,2020
M003358,A0903,Southern Africa Games,800m,Gold,Continental,2020
M003359,A0903,Southern Africa Games,1500m,Gold,Continental,2021
M003360,A0903,World Para Athletics GP,800m,Silver,World,2021
M003361,A0903,Paralympic Trials,800m,Silver,National,2021
M003362,A0903,Southern Africa Games,800m,Gold,Continental,2022
M003363,A0903,Paralympic Trials,1500m,Bronze,National,2022
M003364,A0903,Botswana Nationals,800m,Bronze,National,2023
M003365,A0904,Regional Open,100m,Bronze,Regional,2022
M003366,A0904,Kalahari Sprint Classic,100m,Silver,Regional,2024
M003367,A0905,Regional Open,200m,Silver,Regional,2022
M003368,A0905,Regional Open,200m,Silver,Regional,2024
M003369,A0906,Regional Open,800m,Silver,Regional,2020
M003370,A0906,Kalahari Sprint Classic,800m,Silver,Regional,2020
M003371,A0906,Kalahari Sprint Classic,800m,Silver,Regional,2023
M003372,A0907,Kalahari Sprint Classic,400m,Silver,Regional,2021
M003373,A0907,Kalahari Sprint Classic,400m,Silver,Regional,2022
M003374,A0907,Regional Open,100m,Bronze,Regional,2023
M003375,A0907,Regional Open,400m,Silver,Regional,2024
M003376,A0908,Regional Open,200m,Silver,Regional,2021
M003377,A0909,Southern Africa Games,400m,Gold,Continental,2020
M003378,A0909,Southern Africa Games,200m,Gold,Continental,2020
M003379,A0909,World Para Athletics GP,400m,Gold,World,2020
M003380,A0909,Paralympic Trials,400m,Gold,National,2021
M003381,A0909,National Championships,200m,Gold,National,2023
M003382,A0910,Botswana Nationals,400m,Silver,National,2021
M003383,A0910,Independence Meet,400m,Silver,Local,2021
M003384,A0910,Paralympic Trials,400m,Gold,National,2022
M003385,A0910,Botswana Nationals,400m,Bronze,National,2022
M003386,A0910,Kalahari Sprint Classic,400m,Silver,Regional,2024
M003387,A0911,Regional Open,400m,Gold,Regional,2020
M003388,A0911,Kalahari Sprint Classic,400m,Gold,Regional,2020
M003389,A0911,Botswana Nationals,400m,Gold,National,2021
M003390,A0911,Southern Africa Games,400m,Gold,Continental,2021
M003391,A0911,Botswana Nationals,400m,Gold,National,2023
M003392,A0911,Southern Africa Games,400m,Gold,Continental,2023
M003393,A0911,Regional Open,400m,Bronze,Regional,2023
M003394,A0911,Botswana Nationals,400m,Gold,National,2023
M003395,A0911,Continental Series,1500m,Gold,Continental,2024
M003396,A0912,Botswana Nationals,400m,Bronze,National,2020
M003397,A0912,Continental Series,1500m,Gold,Continental,2021
M003398,A0912,Regional Open,400m,Gold,Regional,2021
M003399,A0912,Kalahari Sprint Classic,1500m,Gold,Regional,2022
M003400,A0912,National Championships,400m,Silver,National,2022
M003401,A0912,Regional Open,1500m,Gold,Regional,2023
M003402,A0913,Kalahari Sprint Classic,400m,Gold,Regional,2021
M003403,A0913,Regional Open,400m,Silver,Regional,2023
M003404,A0913,Continental Series,200m,Gold,Continental,2023
M003405,A0914,Paralympic Trials,200m,Gold,National,2020
M003406,A0914,Botswana Nationals,200m,Silver,National,2021
M003407,A0914,Regional Open,800m,Gold,Regional,2022
M003408,A0914,Regional Open,200m,Silver,Regional,2023
M003409,A0914,National Championships,200m,Gold,National,2024
M003410,A0915,Regional Open,1500m,Gold,Regional,2020
M003411,A0915,Regional Open,100m,Bronze,Regional,2020
M003412,A0915,Paralympic Trials,100m,Gold,National,2021
M003413,A0915,Continental Series,100m,Bronze,Continental,2022
M003414,A0915,Kalahari Sprint Classic,100m,Bronze,Regional,2023
M003415,A0915,Paralympic Trials,100m,Gold,National,2024
M003416,A0915,Botswana Nationals,1500m,Silver,National,2024
M003417,A0916,Botswana Nationals,200m,Silver,National,2021
M003418,A0916,Continental Series,800m,Bronze,Continental,2021
M003419,A0916,Regional Open,200m,Bronze,Regional,2021
M003420,A0916,Regional Open,200m,Gold,Regional,2022
M003421,A0916,Paralympic Trials,200m,Silver,National,2023
M003422,A0916,Southern Africa Games,200m,Gold,Continental,2024
M003423,A0917,Southern Africa Games,100m,Bronze,Continental,2020
M003424,A0917,Botswana Nationals,100m,Gold,National,2020
M003425,A0917,Regional Open,1500m,Bronze,Regional,2022
M003426,A0917,National Championships,1500m,Bronze,National,2022
M003427,A0917,Regional Open,100m,Bronze,Regional,2023
M003428,A0917,Southern Africa Games,1500m,Silver,Continental,2023
M003429,A0917,National Championships,100m,Bronze,National,2024
M003430,A0918,Paralympic Trials,200m,Silver,National,2021
M003431,A0918,Kalahari Sprint Classic,200m,Gold,Regional,2022
M003432,A0918,Southern Africa Games,800m,Gold,Continental,2023
M003433,A0918,Regional Open,200m,Bronze,Regional,2024
M003434,A0919,Independence Meet,800m,Gold,Local,2022
M003435,A0919,Regional Open,800m,Silver,Regional,2022
M003436,A0919,Botswana Nationals,800m,Gold,National,2023
M003437,A0919,National Championships,800m,Gold,National,2023
M003438,A0919,Independence Meet,800m,Gold,Local,2023
M003439,A0920,Paralympic Trials,800m,Bronze,National,2021
M003440,A0920,Botswana Nationals,400m,Bronze,National,2024
M003441,A0921,Masa Cup,1500m,Silver,Local,2020
M003442,A0921,Regional Open,1500m,Gold,Regional,2023
M003443,A0922,Paralympic Trials,100m,Bronze,National,2020
M003444,A0922,Independence Meet,100m,Silver,Local,2020
M003445,A0922,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M003446,A0922,Masa Cup,1500m,Bronze,Local,2021
M003447,A0923,Regional Open,400m,Gold,Regional,2020
M003448,A0923,Southern Africa Games,400m,Silver,Continental,2021
M003449,A0924,National Championships,100m,Silver,National,2020
M003450,A0924,Regional Open,200m,Silver,Regional,2020
M003451,A0924,Continental Series,200m,Bronze,Continental,2021
M003452,A0924,Botswana Nationals,200m,Silver,National,2021
M003453,A0924,National Championships,200m,Gold,National,2022
M003454,A0924,Botswana Nationals,200m,Bronze,National,2024
M003455,A0924,Regional Open,100m,Gold,Regional,2024
M003456,A0925,Independence Meet,200m,Gold,Local,2024
M003457,A0925,National Championships,200m,Gold,National,2024
M003458,A0925,Regional Open,200m,Bronze,Regional,2024
M003459,A0926,Masa Cup,100m,Silver,Local,2020
M003460,A0926,Independence Meet,100m,Bronze,Local,2024
M003461,A0926,Regional Open,100m,Bronze,Regional,2024
M003462,A0926,Regional Open,200m,Silver,Regional,2024
M003463,A0927,Masa Cup,800m,Bronze,Local,2024
M003464,A0928,Kalahari Sprint Classic,100m,Bronze,Regional,2020
M003465,A0928,Regional Open,100m,Bronze,Regional,2022
M003466,A0928,Regional Open,1500m,Bronze,Regional,2023
M003467,A0929,Masa Cup,200m,Silver,Local,2023
M003468,A0930,Kalahari Sprint Classic,200m,Silver,Regional,2020
M003469,A0930,Regional Open,100m,Silver,Regional,2023
M003470,A0930,Masa Cup,100m,Bronze,Local,2024
M003471,A0931,Regional Open,1500m,Bronze,Regional,2021
M003472,A0931,Kalahari Sprint Classic,800m,Silver,Regional,2021
M003473,A0931,Independence Meet,800m,Silver,Local,2022
M003474,A0931,Regional Open,800m,Silver,Regional,2023
M003475,A0932,National Championships,200m,Bronze,National,2020
M003476,A0932,Regional Open,800m,Gold,Regional,2022
M003477,A0932,Botswana Nationals,800m,Silver,National,2022
M003478,A0932,Southern Africa Games,200m,Gold,Continental,2023
M003479,A0933,Kalahari Sprint Classic,200m,Bronze,Regional,2022
M003480,A0933,National Championships,1500m,Silver,National,2022
M003481,A0933,Southern Africa Games,200m,Silver,Continental,2022
M003482,A0933,Botswana Nationals,200m,Gold,National,2022
M003483,A0933,National Championships,1500m,Gold,National,2024
M003484,A0934,Regional Open,200m,Silver,Regional,2024
M003485,A0935,Kalahari Sprint Classic,200m,Gold,Regional,2020
M003486,A0935,Regional Open,200m,Gold,Regional,2020
M003487,A0935,Independence Meet,100m,Silver,Local,2020
M003488,A0935,Paralympic Trials,100m,Silver,National,2023
M003489,A0935,Regional Open,200m,Bronze,Regional,2023
M003490,A0936,Kalahari Sprint Classic,200m,Bronze,Regional,2020
M003491,A0936,Independence Meet,200m,Gold,Local,2020
M003492,A0936,Botswana Nationals,200m,Silver,National,2020
M003493,A0936,Paralympic Trials,200m,Bronze,National,2022
M003494,A0936,National Championships,800m,Silver,National,2024
M003495,A0937,Kalahari Sprint Classic,800m,Bronze,Regional,2020
M003496,A0937,Independence Meet,800m,Silver,Local,2024
M003497,A0938,Masa Cup,100m,Silver,Local,2021
M003498,A0938,Independence Meet,100m,Silver,Local,2021
M003499,A0938,Regional Open,100m,Bronze,Regional,2021
M003500,A0938,Masa Cup,400m,Bronze,Local,2023
M003501,A0938,Paralympic Trials,100m,Silver,National,2024
M003502,A0939,Botswana Nationals,400m,Bronze,National,2020
M003503,A0939,Botswana Nationals,200m,Bronze,National,2023
M003504,A0939,Independence Meet,200m,Silver,Local,2024
M003505,A0940,Continental Series,800m,Bronze,Continental,2020
M003506,A0940,Botswana Nationals,800m,Gold,National,2021
M003507,A0940,Botswana Nationals,800m,Gold,National,2022
M003508,A0940,National Championships,800m,Silver,National,2022
M003509,A0940,Continental Series,800m,Gold,Continental,2022
M003510,A0940,Southern Africa Games,800m,Bronze,Continental,2023
M003511,A0940,Southern Africa Games,100m,Silver,Continental,2024
M003512,A0941,Independence Meet,100m,Silver,Local,2023
M003513,A0941,National Championships,100m,Gold,National,2024
M003514,A0941,Paralympic Trials,100m,Silver,National,2024
M003515,A0941,Botswana Nationals,100m,Gold,National,2024
M003516,A0942,Southern Africa Games,200m,Bronze,Continental,2020
M003517,A0942,Kalahari Sprint Classic,800m,Bronze,Regional,2020
M003518,A0942,Paralympic Trials,800m,Silver,National,2020
M003519,A0942,Botswana Nationals,800m,Silver,National,2022
M003520,A0942,National Championships,800m,Silver,National,2022
M003521,A0942,Paralympic Trials,800m,Silver,National,2022
M003522,A0942,Regional Open,200m,Bronze,Regional,2022
M003523,A0943,Kalahari Sprint Classic,800m,Bronze,Regional,2020
M003524,A0943,Independence Meet,800m,Silver,Local,2020
M003525,A0943,Regional Open,800m,Bronze,Regional,2020
M003526,A0943,Regional Open,800m,Silver,Regional,2022
M003527,A0943,Masa Cup,800m,Silver,Local,2023
M003528,A0944,Regional Open,800m,Silver,Regional,2023
M003529,A0944,Independence Meet,100m,Bronze,Local,2024
M003530,A0944,Kalahari Sprint Classic,800m,Silver,Regional,2024
M003531,A0945,Paralympic Trials,100m,Bronze,National,2021
M003532,A0945,Paralympic Trials,100m,Gold,National,2021
M003533,A0945,Regional Open,1500m,Gold,Regional,2021
M003534,A0945,Kalahari Sprint Classic,1500m,Bronze,Regional,2023
M003535,A0945,National Championships,100m,Silver,National,2023
M003536,A0945,National Championships,1500m,Gold,National,2024
M003537,A0945,Continental Series,100m,Bronze,Continental,2024
M003538,A0945,Southern Africa Games,100m,Bronze,Continental,2024
M003539,A0946,Botswana Nationals,800m,Silver,National,2020
M003540,A0946,Southern Africa Games,100m,Gold,Continental,2020
M003541,A0946,Southern Africa Games,800m,Gold,Continental,2021
M003542,A0947,Botswana Nationals,800m,Gold,National,2021
M003543,A0947,Southern Africa Games,800m,Silver,Continental,2022
M003544,A0947,Paralympic Trials,800m,Gold,National,2023
M003545,A0948,Botswana Nationals,400m,Silver,National,2022
M003546,A0948,Botswana Nationals,400m,Bronze,National,2023
M003547,A0948,National Championships,1500m,Bronze,National,2024
